order_id,customer_id,product_id,quantity,order_date,total_price,status
1841,415,18344,3,2025-04-06,1002,cancelled
1842,182,26541,2,2025-05-26,626,cancelled
1843,405,22044,1,2024-07-20,383,returned
1844,631,26572,3,2025-02-03,1914,returned
1845,291,28075,1,2025-12-07,354,cancelled
1846,642,29141,3,2024-11-29,1734,cancelled
1847,492,22046,3,2025-10-08,1407,cancelled
1848,728,9905,2,2025-07-31,1380,cancelled
1849,624,19177,2,2024-09-12,1572,returned
1850,455,29426,2,2024-08-27,458,cancelled
1851,336,18090,3,2025-10-09,1845,cancelled
1852,46,11353,2,2024-10-13,1116,completed
1853,742,8270,3,2025-02-22,1362,completed
1854,105,10801,3,2024-08-04,1557,cancelled
1855,555,923,2,2025-12-30,626,completed
1856,105,27841,1,2024-12-31,695,returned
1857,338,25181,1,2025-06-01,388,returned
1858,491,7993,3,2024-08-27,1893,returned
1859,125,24992,3,2025-03-10,1080,cancelled
1860,900,10675,3,2025-02-07,1986,returned
1861,213,20990,1,2024-06-20,264,cancelled
1862,940,6192,3,2026-02-12,687,completed
1863,844,10322,1,2026-01-15,247,returned
1864,457,5207,2,2025-04-01,414,completed
1865,142,1815,1,2024-06-03,437,cancelled
1866,848,13608,3,2024-05-25,636,completed
1867,496,8400,1,2025-04-15,394,cancelled
1868,166,18934,3,2025-04-17,606,returned
1869,389,24658,3,2024-10-07,1932,cancelled
1870,918,24415,2,2025-05-08,1210,completed
1871,661,14037,2,2025-02-09,594,completed
1872,470,12838,2,2024-11-18,1364,completed
1873,957,5817,1,2025-09-10,262,cancelled
1874,414,4367,1,2025-11-22,293,completed
1875,273,12478,3,2025-01-17,1455,returned
1876,324,16093,1,2024-03-16,446,returned
1877,830,21821,2,2024-07-05,664,completed
1878,941,15276,2,2025-01-15,1306,returned
1879,670,13643,3,2024-07-10,1017,returned
1880,424,16911,3,2025-11-16,1485,returned
1881,424,1318,1,2024-05-10,510,returned
1882,496,19929,2,2025-12-19,900,cancelled
1883,44,7853,2,2025-08-28,878,returned
1884,564,23881,3,2024-06-17,2127,returned
1885,702,3969,2,2024-10-08,1164,returned
1886,493,3479,2,2025-07-17,472,cancelled
1887,451,11584,2,2024-08-12,906,cancelled
1888,934,26613,3,2024-06-05,2226,cancelled
1889,992,7990,3,2025-01-23,2061,completed
1890,739,1074,2,2025-12-29,994,cancelled
1891,800,28213,1,2024-05-17,258,completed
1892,3,16766,1,2025-08-09,503,completed
1893,211,848,3,2026-02-01,1899,returned
1894,814,29806,3,2025-11-16,660,returned
1895,945,28507,2,2025-03-08,786,completed
1896,29,14832,1,2024-05-27,626,completed
1897,291,23455,2,2025-10-07,576,cancelled
1898,236,28528,3,2024-04-06,2382,returned
1899,726,1263,1,2025-07-03,788,cancelled
1900,643,17143,3,2024-04-18,1254,completed
1901,40,21704,2,2025-08-07,1004,completed
1902,216,13791,3,2025-05-14,1707,returned
1903,341,1357,3,2026-01-05,1614,returned
1904,260,14849,1,2025-10-19,621,completed
1905,686,9723,2,2025-07-10,810,returned
1906,760,14873,1,2024-06-16,580,cancelled
1907,659,9517,1,2025-09-26,516,completed
1908,577,1382,2,2025-01-05,1002,completed
1909,70,28697,3,2026-02-06,768,returned
1910,748,12680,2,2025-10-20,688,completed
1911,507,24858,2,2025-01-29,1130,returned
1912,502,10404,1,2024-10-08,669,completed
1913,832,2205,3,2025-06-16,2199,cancelled
1914,744,24356,1,2024-12-01,415,returned
1915,169,8835,3,2025-04-17,1968,cancelled
1916,886,15447,2,2025-08-27,1304,cancelled
1917,398,23168,3,2025-07-10,1197,completed
1918,371,7430,2,2024-09-19,472,completed
1919,174,21091,1,2025-08-19,466,returned
1920,655,12305,3,2024-12-24,1794,completed
1921,757,15215,2,2024-04-05,1024,returned
1922,169,25869,2,2025-10-30,730,completed
1923,40,1623,2,2025-11-22,790,completed
1924,698,12050,1,2024-07-27,564,completed
1925,611,26573,2,2025-05-28,428,returned
1926,114,14489,2,2024-03-11,1352,returned
1927,705,20967,1,2024-03-10,596,completed
1928,455,15102,1,2025-09-09,256,cancelled
1929,128,30524,3,2024-07-01,1194,completed
1930,982,21317,2,2025-04-30,518,cancelled
1931,895,13990,1,2024-07-31,289,cancelled
1932,839,23076,2,2024-05-27,1160,completed
1933,629,17590,3,2024-06-25,1209,cancelled
1934,370,7450,2,2025-01-22,886,completed
1935,15,4182,3,2024-04-19,2319,cancelled
1936,395,531,1,2026-01-31,295,completed
1937,788,22079,1,2025-09-18,564,cancelled
1938,98,13141,1,2025-06-02,578,completed
1939,790,3185,2,2024-10-08,1208,returned
1940,838,21249,2,2025-10-15,1526,returned
1941,51,3421,2,2025-01-09,674,completed
1942,16,3700,1,2024-12-01,537,completed
1943,774,19995,1,2026-01-22,408,cancelled
1944,181,8723,2,2025-04-12,1244,cancelled
1945,705,21331,1,2025-02-27,746,returned
1946,44,8479,1,2024-06-05,556,completed
1947,322,30020,1,2025-02-24,339,completed
1948,778,4856,2,2024-04-16,902,cancelled
1949,665,1878,2,2025-03-09,842,cancelled
1950,530,12903,3,2024-03-08,807,returned
1951,723,7854,3,2024-12-19,1632,completed
1952,68,7300,2,2025-01-26,1294,returned
1953,757,8964,1,2024-09-20,642,completed
1954,802,6949,1,2026-01-08,460,returned
1955,102,25783,1,2024-10-23,280,cancelled
1956,736,2194,2,2024-06-07,1506,completed
1957,860,21396,2,2024-08-08,1234,cancelled
1958,880,24333,1,2025-09-19,405,cancelled
1959,300,21943,2,2025-08-11,628,cancelled
1960,699,28165,3,2024-08-16,1818,returned
1961,709,10652,1,2024-12-05,324,cancelled
1962,381,22617,3,2025-11-02,1632,cancelled
1963,124,12396,2,2025-04-02,1370,cancelled
1964,321,29617,3,2025-03-07,2229,returned
1965,194,7818,2,2025-01-21,798,returned
1966,661,5758,2,2025-01-30,1168,completed
1967,49,16918,1,2024-02-29,665,completed
1968,52,1345,2,2026-01-01,576,completed
1969,757,9910,1,2026-02-10,325,returned
1970,302,20563,2,2026-02-03,1426,completed
1971,294,25287,1,2025-11-07,716,cancelled
1972,408,2056,2,2025-08-23,916,cancelled
1973,895,10152,3,2024-12-26,1380,cancelled
1974,621,28002,2,2025-10-30,1092,returned
1975,670,17408,1,2025-05-17,280,returned
1976,233,27249,1,2024-12-11,532,completed
1977,453,13149,1,2025-12-28,373,completed
1978,890,22544,3,2025-07-14,1254,cancelled
1979,788,28378,2,2025-04-16,1464,completed
1980,735,4763,1,2024-10-12,321,completed
1981,91,13104,2,2024-11-17,1406,cancelled
1982,340,9436,2,2025-01-26,1438,returned
1983,481,25085,2,2024-07-21,818,completed
1984,999,19664,3,2025-01-24,744,completed
1985,607,16997,1,2025-08-02,569,completed
1986,363,14342,3,2025-12-31,1023,cancelled
1987,689,9721,1,2025-02-18,589,cancelled
1988,339,19423,3,2024-08-31,1938,cancelled
1989,906,16904,1,2024-03-22,215,returned
1990,165,819,2,2025-06-17,1270,cancelled
1991,410,12410,3,2024-08-11,936,returned
1992,488,5100,3,2025-09-05,2016,returned
1993,555,5812,2,2025-02-01,784,cancelled
1994,444,18099,3,2025-03-09,1407,completed
1995,734,9880,3,2025-01-31,1569,returned
1996,367,6208,2,2024-03-16,940,completed
1997,895,23605,2,2025-02-16,698,cancelled
1998,652,12046,2,2025-02-02,1000,cancelled
1999,116,13953,3,2026-01-27,1518,returned
2000,455,28969,2,2024-07-05,1300,cancelled
2001,953,1160,1,2024-03-21,662,returned
2002,538,8058,1,2024-03-26,229,cancelled
2003,736,18637,2,2025-01-10,1328,returned
2004,112,2470,2,2024-12-06,768,returned
2005,670,10263,1,2026-01-21,487,completed
2006,317,21146,1,2025-12-13,354,returned
2007,280,16748,3,2024-07-24,1851,cancelled
2008,649,27906,1,2024-09-15,375,returned
2009,321,12701,2,2024-11-11,704,cancelled
2010,940,17085,2,2024-07-11,982,completed
2011,335,12371,1,2024-03-24,619,returned
2012,734,2391,3,2025-01-07,2274,returned
2013,983,25505,3,2026-02-18,2034,cancelled
2014,866,4351,2,2024-11-20,1146,cancelled
2015,316,9300,2,2025-09-28,1376,returned
2016,162,17296,3,2025-07-26,1581,cancelled
2017,215,5281,1,2024-12-12,519,completed
2018,510,10020,1,2026-02-04,754,returned
2019,94,18333,1,2024-08-11,336,returned
2020,693,16693,2,2025-07-20,1484,cancelled
2021,914,17256,1,2025-12-18,666,completed
2022,90,28443,2,2026-01-18,690,completed
2023,369,9082,1,2024-04-20,610,completed
2024,728,7091,2,2025-03-31,1136,returned
2025,933,28720,2,2024-06-26,1380,completed
2026,982,5372,3,2024-04-04,2310,completed
2027,714,10586,3,2025-01-24,657,completed
2028,999,18454,1,2025-04-18,739,returned
2029,584,15557,3,2025-09-17,1821,cancelled
2030,885,13985,2,2024-11-13,438,completed
2031,679,22672,1,2024-06-24,272,returned
2032,36,27701,1,2025-10-29,631,completed
2033,851,26882,3,2024-10-02,1989,completed
2034,622,11262,1,2025-07-16,677,completed
2035,452,287,1,2024-11-11,432,cancelled
2036,254,16342,3,2025-06-19,954,completed
2037,724,20944,2,2025-05-27,906,cancelled
2038,836,14708,1,2024-09-07,788,cancelled
2039,784,12240,2,2024-07-14,950,completed
2040,391,19943,2,2025-09-23,534,cancelled
2041,735,16651,1,2025-12-18,226,returned
2042,10,19592,1,2025-10-27,238,cancelled
2043,140,26220,3,2025-03-07,966,returned
2044,72,514,3,2024-11-29,1569,completed
2045,271,14954,1,2025-03-12,595,completed
2046,942,2714,3,2024-05-28,2352,cancelled
2047,607,6847,2,2026-01-04,1514,cancelled
2048,884,16056,3,2025-06-03,1821,returned
2049,589,21312,3,2024-05-19,1101,returned
2050,131,18387,1,2024-07-13,434,cancelled
2051,285,20878,1,2025-09-22,637,cancelled
2052,906,4456,3,2025-10-23,1020,returned
2053,948,30700,3,2025-09-05,828,returned
2054,33,10139,2,2024-05-03,486,returned
2055,405,17102,1,2025-09-08,372,returned
2056,61,23148,3,2025-07-21,840,returned
2057,810,3708,2,2025-01-12,588,completed
2058,525,25427,1,2025-09-01,312,returned
2059,896,18485,3,2025-05-23,1653,cancelled
2060,875,30691,3,2024-09-30,1359,completed
2061,551,9471,3,2024-06-16,1251,cancelled
2062,899,23217,1,2025-11-27,467,cancelled
2063,539,5808,3,2025-10-19,2343,cancelled
2064,672,14348,3,2024-10-25,1308,cancelled
2065,949,10662,2,2025-03-02,534,completed
2066,845,1202,2,2024-08-16,1212,completed
2067,872,20456,1,2026-02-12,791,returned
2068,850,5531,1,2026-01-10,253,cancelled
2069,422,2997,1,2025-07-12,329,completed
2070,339,29104,1,2025-07-30,368,cancelled
2071,624,20242,1,2024-03-14,312,cancelled
2072,923,12793,3,2025-04-23,810,completed
2073,142,22108,2,2024-03-30,442,returned
2074,176,9407,3,2025-05-17,1323,completed
2075,275,5653,1,2024-06-21,285,cancelled
2076,186,15625,3,2025-07-09,1677,returned
2077,599,10455,3,2024-12-22,1152,cancelled
2078,241,9230,1,2025-03-25,667,returned
2079,511,2729,1,2025-01-11,670,returned
2080,639,9394,1,2026-01-13,399,completed
2081,102,4720,1,2024-10-25,682,returned
2082,709,16524,3,2025-08-11,729,completed
2083,142,458,1,2024-05-11,538,returned
2084,362,2257,3,2024-06-11,1965,returned
2085,237,21071,2,2024-07-20,1174,returned
2086,110,13871,2,2025-10-04,1294,returned
2087,530,23653,3,2024-08-02,627,completed
2088,251,12039,1,2025-11-07,604,returned
2089,955,29271,1,2025-11-05,621,completed
2090,763,13306,2,2024-09-17,700,returned
2091,171,23115,3,2025-08-20,1326,cancelled
2092,758,22628,3,2024-11-26,1620,cancelled
2093,862,26891,3,2025-08-04,1662,completed
2094,901,4743,2,2025-03-25,1122,cancelled
2095,651,10943,2,2024-06-05,1210,returned
2096,177,8893,1,2025-01-08,229,cancelled
2097,839,27915,2,2025-12-06,938,cancelled
2098,378,5616,3,2024-10-28,1326,completed
2099,272,1096,2,2024-11-29,1486,returned
2100,70,25229,1,2025-11-27,331,returned
2101,845,25707,1,2026-02-10,348,cancelled
2102,30,22426,1,2024-06-13,714,completed
2103,358,21248,1,2024-09-08,511,completed
2104,619,22024,3,2025-05-22,1722,returned
2105,902,25598,3,2025-09-02,1971,cancelled
2106,788,18368,3,2024-07-15,2094,completed
2107,358,29143,3,2025-10-22,2394,cancelled
2108,400,5989,3,2025-10-23,1521,returned
2109,210,15933,3,2025-01-10,1113,completed
2110,285,8855,2,2024-06-22,1438,cancelled
2111,233,2429,3,2025-06-05,2373,returned
2112,497,9940,3,2025-01-02,759,completed
2113,898,13260,2,2025-04-19,630,cancelled
2114,353,22890,3,2025-06-25,1164,returned
2115,138,8232,1,2026-01-31,499,cancelled
2116,953,14001,2,2025-04-03,1456,completed
2117,104,14795,3,2025-09-07,702,completed
2118,608,24062,1,2024-09-09,563,returned
2119,230,25216,3,2024-05-05,885,cancelled
2120,253,6472,3,2026-02-18,2121,completed
2121,587,26942,2,2024-08-11,880,cancelled
2122,361,8369,3,2024-09-04,753,completed
2123,522,23893,1,2025-10-01,292,returned
2124,800,11412,3,2025-01-24,1893,cancelled
2125,878,16251,3,2024-11-10,1287,completed
2126,934,28451,2,2024-03-01,638,returned
2127,624,19355,2,2025-09-19,1158,cancelled
2128,958,8067,3,2025-10-22,1872,completed
2129,493,11612,3,2024-04-20,810,completed
2130,93,29352,3,2024-12-30,1113,completed
2131,133,3951,1,2025-09-21,337,returned
2132,690,25606,2,2025-04-28,1498,cancelled
2133,972,17156,1,2025-02-11,672,returned
2134,49,7268,2,2025-11-18,1424,completed
2135,850,8648,1,2026-02-06,322,completed
2136,718,6610,3,2026-02-23,1017,completed
2137,974,7423,1,2024-09-26,652,returned
2138,711,26264,2,2024-04-30,572,cancelled
2139,115,18948,1,2024-07-27,287,cancelled
2140,938,21401,3,2024-08-12,2025,completed
2141,32,20146,1,2025-09-16,745,completed
2142,580,10352,2,2024-11-10,1414,returned
2143,527,24395,3,2025-06-26,606,cancelled
2144,158,1639,3,2025-12-30,1923,returned
2145,268,23536,3,2024-07-02,2400,completed
2146,31,24247,3,2024-04-12,1893,completed
2147,906,12812,1,2024-12-15,487,cancelled
2148,327,2653,1,2024-10-31,627,returned
2149,535,21920,1,2025-12-04,796,cancelled
2150,972,9121,3,2024-05-13,2376,returned
2151,652,7985,3,2024-07-07,906,cancelled
2152,775,21576,1,2024-03-15,571,cancelled
2153,999,4894,1,2024-04-24,403,cancelled
2154,339,6064,3,2024-04-06,2388,cancelled
2155,595,6345,1,2025-10-30,520,cancelled
2156,15,21519,3,2025-06-19,663,completed
2157,228,26188,3,2026-01-29,675,completed
2158,810,21435,3,2025-05-02,2010,returned
2159,601,8089,1,2024-09-09,706,returned
2160,405,16806,2,2025-09-03,1132,completed
2161,183,14705,1,2025-07-13,696,cancelled
2162,23,14242,1,2024-03-21,453,returned
2163,208,13102,3,2024-07-08,1452,completed
2164,394,9162,2,2025-08-10,1162,returned
2165,457,14863,1,2025-11-09,487,returned
2166,401,17015,1,2025-05-29,478,returned
2167,660,30479,3,2025-07-31,2136,returned
2168,856,5288,3,2025-07-07,1896,returned
2169,555,19995,3,2024-11-28,1734,returned
2170,512,24364,2,2025-12-31,450,returned
2171,112,4136,2,2025-06-01,888,cancelled
2172,35,17246,3,2025-12-26,1116,returned
2173,69,28381,2,2024-07-24,1564,returned
2174,152,10427,3,2025-01-15,1677,completed
2175,177,22730,2,2024-07-21,528,cancelled
2176,436,1090,2,2024-10-29,578,completed
2177,260,27034,2,2025-08-12,1058,cancelled
2178,19,5956,1,2025-08-20,301,cancelled
2179,616,24243,2,2025-03-16,1324,returned
2180,935,15609,2,2024-06-30,528,cancelled
2181,64,15422,1,2025-09-30,299,cancelled
2182,918,18069,1,2024-03-08,551,cancelled
2183,985,3106,2,2024-11-24,796,completed
2184,446,6988,3,2024-02-26,1608,cancelled
2185,367,30340,2,2026-01-07,1600,returned
2186,157,7680,2,2025-03-28,1312,returned
2187,184,16734,3,2025-10-23,1572,returned
2188,39,6271,1,2024-04-22,337,completed
2189,325,27619,2,2024-10-10,604,completed
2190,300,19548,3,2025-04-11,2091,returned
2191,289,6017,1,2024-11-21,636,returned
2192,184,1088,3,2025-06-05,1869,returned
2193,306,3466,3,2025-11-10,2193,completed
2194,310,12253,3,2024-08-07,1359,cancelled
2195,244,12767,3,2024-05-23,789,returned
2196,779,13888,1,2025-05-10,369,returned
2197,456,7651,2,2024-05-23,814,cancelled
2198,519,28013,3,2024-07-05,2343,returned
2199,29,1462,1,2024-08-14,279,returned
2200,935,20033,3,2025-11-21,1278,completed
2201,231,19257,2,2024-10-13,1432,completed
2202,713,12963,2,2025-11-16,1394,returned
2203,110,13519,1,2025-01-09,269,cancelled
2204,692,17092,3,2025-12-16,906,completed
2205,213,23384,1,2025-07-26,406,completed
2206,453,269,2,2025-01-09,1356,returned
2207,305,15890,3,2026-02-15,1287,returned
2208,57,15386,3,2025-07-19,1944,cancelled
2209,128,7045,2,2024-04-09,1450,completed
2210,148,25635,1,2024-12-29,356,cancelled
2211,524,18228,1,2025-06-30,594,cancelled
2212,364,28832,1,2024-08-22,313,returned
2213,850,15695,3,2025-09-17,2244,cancelled
2214,152,3695,3,2024-06-10,663,returned
2215,99,7786,3,2025-11-05,1851,returned
2216,317,332,3,2024-11-13,1764,returned
2217,717,15025,3,2025-05-07,1464,completed
2218,964,1681,3,2025-03-05,1029,completed
2219,147,29339,3,2026-01-09,1545,cancelled
2220,449,14815,3,2024-10-20,2109,returned
2221,462,27417,2,2024-09-27,1080,returned
2222,128,20511,3,2024-08-23,2112,completed
2223,81,19376,1,2025-10-29,658,completed
2224,445,4222,3,2024-03-11,1989,cancelled
2225,813,24606,2,2024-03-26,1400,returned
2226,790,5491,2,2025-02-14,588,returned
2227,306,13960,3,2024-08-02,2292,cancelled
2228,223,25063,1,2025-01-24,363,returned
2229,921,2045,3,2024-08-05,2124,completed
2230,694,8526,3,2024-12-03,2226,returned
2231,354,24930,2,2024-11-14,460,returned
2232,895,19431,3,2025-05-23,897,cancelled
2233,95,29672,3,2024-02-26,2187,completed
2234,972,20769,3,2024-03-10,1302,cancelled
2235,645,226,2,2024-05-01,772,cancelled
2236,390,21746,2,2024-09-01,956,completed
2237,864,13179,3,2026-01-23,1176,completed
2238,40,25256,3,2025-12-21,2376,cancelled
2239,234,27715,1,2025-08-14,564,cancelled
2240,751,7635,3,2025-02-20,660,completed
2241,309,24646,2,2024-10-11,702,returned
2242,425,17703,2,2025-05-29,1502,returned
2243,67,3103,1,2025-12-03,517,cancelled
2244,763,30678,2,2025-01-14,622,completed
2245,109,9308,2,2025-07-11,556,returned
2246,47,19839,2,2025-02-13,946,returned
2247,334,13909,3,2025-12-31,708,cancelled
2248,589,27654,1,2025-07-23,448,cancelled
2249,637,13898,2,2025-12-11,1014,completed
2250,235,18135,3,2025-11-17,1110,returned
2251,598,7951,3,2024-06-24,666,cancelled
2252,426,27701,3,2025-08-26,945,returned
2253,352,14626,3,2024-09-19,1023,returned
2254,774,16300,2,2024-05-16,778,cancelled
2255,363,15798,1,2025-07-22,383,returned
2256,744,11750,1,2025-07-21,749,completed
2257,182,22862,2,2025-09-12,594,returned
2258,515,24657,1,2024-08-30,335,cancelled
2259,394,27031,1,2025-07-12,716,completed
2260,286,24819,3,2024-07-29,2394,cancelled
2261,602,21475,1,2024-06-17,672,returned
2262,532,17964,1,2025-08-30,597,completed
2263,318,2254,2,2025-07-16,830,completed
2264,554,1388,2,2025-11-19,890,returned
2265,908,15309,2,2024-02-25,1356,returned
2266,630,9682,1,2025-01-08,333,returned
2267,241,22219,2,2024-08-19,960,completed
2268,422,28191,1,2024-04-24,796,returned
2269,237,9959,1,2025-06-23,597,cancelled
2270,563,9333,1,2025-06-05,750,completed
2271,598,21603,3,2024-09-05,1014,cancelled
2272,603,5422,1,2024-11-10,353,cancelled
2273,983,10658,2,2025-01-06,790,cancelled
2274,192,28442,2,2025-11-20,586,returned
2275,828,3548,3,2024-05-20,1896,completed
2276,647,29301,3,2025-08-29,1479,cancelled
2277,121,16222,2,2024-08-26,1154,cancelled
2278,866,7018,2,2024-09-07,1424,cancelled
2279,465,10432,1,2025-08-12,508,cancelled
2280,810,25253,2,2025-12-24,992,returned
2281,490,18960,3,2024-10-06,1098,returned
2282,282,28308,3,2025-05-25,1521,cancelled
2283,186,22322,1,2026-02-13,303,cancelled
2284,140,26332,2,2025-04-16,1302,cancelled
2285,308,27723,2,2025-04-14,1518,returned
2286,764,2626,3,2025-08-13,768,returned
2287,559,18188,1,2025-08-13,775,cancelled
2288,200,13979,1,2026-01-20,733,returned
2289,501,21690,1,2024-07-02,659,returned
2290,844,5795,1,2024-02-26,795,completed
2291,426,27113,1,2024-11-10,594,cancelled
2292,854,18495,3,2024-04-07,1743,completed
2293,518,21715,1,2025-03-24,582,returned
2294,667,19495,2,2024-08-16,1524,completed
2295,33,19871,2,2024-09-26,1416,cancelled
2296,951,24057,3,2025-10-24,2298,returned
2297,204,12928,3,2025-11-22,1422,completed
2298,429,3992,2,2025-06-05,424,cancelled
2299,973,25182,2,2025-11-01,1258,cancelled
2300,786,23677,3,2024-12-07,642,cancelled
2301,264,10256,2,2026-01-22,700,cancelled
2302,16,18444,3,2025-07-18,1437,returned
2303,699,2279,2,2024-12-21,966,cancelled
2304,197,9012,1,2025-06-01,406,completed
2305,234,3040,3,2024-10-05,1425,cancelled
2306,962,9482,1,2025-11-24,524,completed
2307,438,7574,3,2025-05-29,1647,completed
2308,236,9927,2,2024-06-10,1124,cancelled
2309,309,19103,2,2025-08-12,1400,cancelled
2310,132,933,3,2024-05-29,1554,completed
2311,728,4736,2,2024-09-18,1200,cancelled
2312,86,21655,2,2025-05-29,704,completed
2313,407,3662,1,2024-10-27,722,returned
2314,123,23642,1,2025-04-15,388,returned
2315,914,9207,3,2026-01-06,2301,returned
2316,64,6812,3,2024-06-03,603,completed
2317,647,22708,3,2025-02-06,630,cancelled
2318,904,4664,2,2025-06-29,874,cancelled
2319,263,4314,1,2025-10-04,641,returned
2320,981,1701,2,2024-11-15,1498,cancelled
2321,978,3333,1,2025-09-28,440,cancelled
2322,460,17816,1,2025-10-17,364,completed
2323,791,22978,2,2025-01-04,1316,completed
2324,113,2856,1,2025-06-07,455,completed
2325,767,11026,1,2025-02-02,374,completed
2326,873,6051,3,2025-07-06,690,cancelled
2327,70,15643,1,2024-03-29,375,completed
2328,606,28120,1,2025-08-25,683,cancelled
2329,150,43,2,2024-07-25,1090,cancelled
2330,300,29685,3,2024-06-04,1656,cancelled
2331,742,28835,3,2026-02-03,2268,returned
2332,91,10368,3,2025-09-26,2295,returned
2333,208,13451,1,2025-01-11,338,cancelled
2334,759,5730,3,2025-03-19,1659,returned
2335,927,21507,1,2024-05-03,232,returned
2336,720,6461,1,2024-05-25,790,cancelled
2337,447,23490,3,2024-08-16,2307,cancelled
2338,5,26706,2,2024-06-14,400,returned
2339,456,18625,3,2025-11-26,1257,returned
2340,758,6905,1,2026-01-08,371,returned
2341,607,2447,3,2024-09-14,1275,returned
2342,469,19668,1,2024-11-29,772,completed
2343,164,8125,1,2025-01-25,546,returned
2344,698,3778,2,2026-01-09,1500,cancelled
2345,229,12086,3,2025-03-15,1758,completed
2346,120,22834,3,2025-11-09,1962,completed
2347,727,23724,3,2024-11-23,1986,returned
2348,289,13544,2,2025-08-13,822,cancelled
2349,893,5733,2,2024-10-20,556,completed
2350,37,14679,1,2025-03-13,260,completed
2351,906,19919,3,2024-07-30,753,completed
2352,660,2210,2,2025-03-22,956,cancelled
2353,64,5241,2,2025-09-20,448,completed
2354,552,3329,1,2024-07-12,429,completed
2355,443,24134,1,2026-01-14,709,cancelled
2356,361,9564,2,2025-10-20,518,completed
2357,906,23366,2,2025-11-07,604,completed
2358,5,16251,1,2025-02-20,202,cancelled
2359,875,12809,2,2025-12-26,1322,returned
2360,443,11516,2,2025-09-29,1320,cancelled
2361,275,10691,2,2024-03-27,500,completed
2362,773,24350,3,2025-04-30,1206,returned
2363,158,15486,3,2025-05-26,1698,cancelled
2364,733,30499,3,2025-03-07,756,completed
2365,329,24030,1,2024-05-07,655,completed
2366,898,27915,1,2026-02-20,772,cancelled
2367,758,7730,1,2025-09-03,770,cancelled
2368,955,18744,2,2024-10-03,500,completed
2369,997,10901,2,2025-08-09,622,returned
2370,241,14280,1,2025-12-13,260,completed
2371,879,30001,1,2024-10-03,369,completed
2372,363,1315,2,2024-10-15,778,completed
2373,972,7037,1,2025-11-03,636,completed
2374,432,18438,1,2025-05-04,301,cancelled
2375,142,24910,1,2025-06-25,310,cancelled
2376,210,8865,2,2025-02-17,1598,completed
2377,792,22115,2,2025-11-03,720,cancelled
2378,322,9746,2,2025-01-03,878,completed
2379,548,30116,3,2024-11-15,744,returned
2380,731,17245,1,2025-04-07,788,completed
2381,803,22145,2,2025-05-09,1088,completed
2382,693,6602,1,2025-08-30,252,returned
2383,470,15814,2,2025-02-17,928,completed
2384,240,5534,1,2025-12-03,363,completed
2385,865,22258,2,2024-10-16,1042,cancelled
2386,773,16164,1,2024-04-17,392,completed
2387,770,3772,2,2024-06-20,1254,completed
2388,231,22246,2,2024-10-12,754,completed
2389,601,17339,3,2025-07-16,1731,returned
2390,893,6854,1,2025-01-10,386,completed
2391,941,19558,2,2026-01-19,582,cancelled
2392,571,11175,1,2025-09-14,648,cancelled
2393,88,7016,3,2024-09-14,918,completed
2394,162,21108,2,2025-07-15,620,returned
2395,206,20356,3,2025-06-30,999,completed
2396,110,30297,3,2025-12-10,1551,cancelled
2397,457,28303,1,2025-10-30,302,completed
2398,545,1561,1,2025-05-05,665,returned
2399,997,1789,3,2025-11-02,1305,returned
2400,602,17666,1,2025-01-14,295,returned
2401,19,10477,2,2024-02-26,520,returned
2402,316,10122,2,2025-02-12,864,cancelled
2403,702,1148,3,2025-04-21,1959,returned
2404,750,10870,2,2025-09-26,1536,completed
2405,100,18869,3,2025-10-14,780,cancelled
2406,442,23338,3,2025-07-04,1320,completed
2407,715,30455,2,2025-11-17,1300,returned
2408,752,18078,1,2025-10-22,349,completed
2409,941,14601,1,2024-12-17,265,completed
2410,116,23308,1,2025-03-29,258,returned
2411,697,7142,1,2024-11-27,721,returned
2412,753,12656,3,2025-04-07,1953,cancelled
2413,799,30423,2,2025-04-20,876,completed
2414,789,24946,2,2025-03-16,880,completed
2415,900,538,1,2024-03-18,641,cancelled
2416,74,18925,2,2025-09-10,944,returned
2417,201,19513,1,2025-12-28,641,returned
2418,903,7180,3,2025-02-05,795,cancelled
2419,599,6253,2,2025-01-14,1138,cancelled
2420,203,1574,3,2024-11-07,1692,cancelled
2421,864,4602,1,2025-01-01,201,returned
2422,69,4577,2,2025-01-10,990,cancelled
2423,609,6122,3,2026-01-17,1218,cancelled
2424,729,27220,3,2025-10-13,1500,returned
2425,563,22771,3,2025-05-10,2112,completed
2426,42,9370,3,2025-07-04,1575,cancelled
2427,62,10080,2,2025-06-08,1160,cancelled
2428,988,12602,2,2024-12-09,742,returned
2429,898,8648,2,2024-12-29,488,returned
2430,637,10424,3,2024-07-20,687,returned
2431,900,2782,3,2024-07-08,2268,returned
2432,920,9982,3,2025-09-25,2385,returned
2433,8,12954,1,2024-02-25,748,cancelled
2434,440,7116,3,2025-10-02,1203,cancelled
2435,103,13225,3,2024-04-04,2229,returned
2436,402,9584,1,2024-05-21,719,completed
2437,46,15482,1,2025-10-24,540,cancelled
2438,938,21371,1,2025-07-30,306,returned
2439,242,16281,3,2025-10-19,636,cancelled
2440,569,11817,3,2025-11-26,1086,returned
2441,814,3852,3,2025-11-08,1545,returned
2442,454,13600,1,2025-01-25,799,cancelled
2443,372,21488,3,2025-11-20,999,completed
2444,126,8937,3,2024-09-12,1782,cancelled
2445,398,11389,3,2025-07-06,894,returned
