event_id,customer_id,product_id,event_type,timestamp,device,location
4748,863,11995,add_to_cart,2024-07-12 14:17:33,desktop,Pageburgh
4749,832,15911,view_product,2025-01-26 09:15:35,tablet,West Jeremiahtown
4750,127,10677,purchase,2024-12-19 13:07:59,desktop,North Danielfurt
4751,821,1342,wishlist,2025-06-14 07:07:10,desktop,North Gerald
4752,504,5270,review,2024-11-01 06:12:11,desktop,Lake Pamelatown
4753,421,16566,purchase,2025-04-04 11:15:02,desktop,Smithshire
4754,38,15497,review,2024-03-19 22:48:06,desktop,South Laura
4755,602,15753,wishlist,2024-12-19 18:21:46,desktop,Coffeyborough
4756,385,25351,add_to_cart,2024-07-11 18:26:02,mobile,New Tyler
4757,682,20390,wishlist,2025-05-16 18:07:46,tablet,West Raven
4758,984,15871,wishlist,2025-12-11 00:15:52,tablet,East Donaldchester
4759,312,11141,view_product,2025-01-18 05:57:51,tablet,North Reginatown
4760,687,29319,review,2025-10-27 09:20:26,mobile,Michaeltown
4761,278,15050,view_product,2025-09-05 21:17:19,desktop,New Adam
4762,547,22420,review,2025-12-19 06:53:26,desktop,Port Ericchester
4763,603,19895,view_product,2024-05-03 13:03:09,mobile,Ryanside
4764,406,19558,review,2024-12-22 08:37:04,mobile,Alextown
4765,696,6392,view_product,2024-05-20 16:42:45,mobile,Bennettshire
4766,841,9830,add_to_cart,2025-02-11 14:02:44,desktop,Shelbyland
4767,830,14639,purchase,2025-12-08 08:15:11,mobile,Walkerburgh
4768,321,7207,review,2024-05-31 21:26:24,mobile,North Raymondview
4769,260,24451,purchase,2024-10-29 21:16:55,desktop,North Deanna
4770,679,5980,wishlist,2025-12-07 01:18:49,tablet,Blackberg
4771,434,21784,purchase,2024-05-13 02:31:32,mobile,Lake Nicholas
4772,350,24485,add_to_cart,2025-03-03 08:12:25,mobile,New Loriburgh
4773,974,12221,review,2025-02-11 21:59:12,mobile,North Jenniferfurt
4774,675,23897,add_to_cart,2024-08-24 03:42:52,tablet,Raymondport
4775,327,21322,wishlist,2024-10-19 00:34:42,mobile,South Kelly
4776,449,3110,purchase,2026-02-01 21:19:20,tablet,East Katie
4777,732,20341,add_to_cart,2024-05-22 20:49:46,tablet,North Aaron
4778,246,23941,remove_from_cart,2024-09-14 16:50:13,mobile,Tonyafort
4779,5,14040,view_product,2024-09-28 07:57:14,desktop,Greeneburgh
4780,277,7399,purchase,2025-04-17 01:47:49,tablet,South William
4781,727,15795,add_to_cart,2025-10-23 15:08:28,desktop,South Roberthaven
4782,160,20531,wishlist,2024-09-22 18:01:43,tablet,Josephbury
4783,276,13829,remove_from_cart,2024-07-30 13:04:32,desktop,East Davidshire
4784,127,1223,add_to_cart,2024-08-24 08:08:41,mobile,Port Mollyport
4785,409,4568,view_product,2024-12-03 07:11:06,desktop,North Whitney
4786,985,29138,view_product,2025-09-30 08:31:54,tablet,Murrayburgh
4787,972,2429,wishlist,2025-03-28 04:14:09,mobile,East Gabriel
4788,771,25376,review,2025-07-12 02:10:02,mobile,Aaronside
4789,213,8339,view_product,2025-06-19 12:53:40,tablet,East Danielbury
4790,929,7646,view_product,2025-12-31 16:13:16,desktop,Lake Lori
4791,373,20965,wishlist,2026-01-16 15:44:43,desktop,Sabrinastad
4792,290,10480,remove_from_cart,2024-09-27 08:32:38,desktop,Carrieburgh
4793,807,19052,remove_from_cart,2025-05-17 21:25:40,tablet,Stephaniechester
4794,387,25868,add_to_cart,2025-02-12 02:39:57,mobile,West Jill
4795,4,22179,view_product,2025-06-21 15:01:00,tablet,East Daryl
4796,893,14400,wishlist,2024-10-13 17:21:37,mobile,Lake Kristahaven
4797,773,16157,review,2024-04-06 21:10:19,desktop,Jenniferland
4798,723,633,remove_from_cart,2025-09-21 02:39:36,mobile,West Amy
4799,757,1954,view_product,2025-09-11 03:43:37,tablet,Port Ronnie
4800,855,13034,review,2024-11-10 15:54:09,desktop,East Jennifer
4801,629,20177,remove_from_cart,2025-08-11 20:09:55,mobile,Danielmouth
4802,25,13836,review,2025-12-18 12:08:54,desktop,Port Elizabeth
4803,319,13510,review,2024-12-03 04:00:06,desktop,Alexandermouth
4804,297,23348,purchase,2025-01-10 09:06:18,desktop,Davidfort
4805,395,5220,purchase,2025-04-30 05:25:16,mobile,Timothyport
4806,755,7568,remove_from_cart,2024-12-15 10:02:06,tablet,Port Angelashire
4807,68,7882,add_to_cart,2024-09-01 15:34:06,desktop,Millerland
4808,42,18131,wishlist,2024-09-14 06:00:28,mobile,Devonstad
4809,221,829,wishlist,2026-02-14 00:27:18,tablet,South Lukebury
4810,749,6785,view_product,2025-02-27 19:55:47,desktop,New Reginaland
4811,967,8525,wishlist,2025-08-15 21:54:39,tablet,Mcintoshview
4812,504,23915,remove_from_cart,2026-02-22 10:53:01,mobile,Lake Wendy
4813,101,15809,wishlist,2025-12-18 17:02:43,mobile,Mcdanielmouth
4814,348,26167,view_product,2025-07-02 21:42:27,mobile,Carlaview
4815,65,11061,review,2024-08-19 18:05:22,mobile,Watsonstad
4816,355,23881,remove_from_cart,2024-03-25 02:41:29,mobile,Gonzalesborough
4817,595,14659,remove_from_cart,2024-04-12 19:53:14,desktop,North Diana
4818,541,938,wishlist,2025-06-08 21:14:44,tablet,East Renee
4819,722,20905,add_to_cart,2025-11-25 06:35:50,mobile,Oconnorstad
4820,350,20148,view_product,2025-08-05 19:26:29,desktop,Matthewville
4821,1,19083,view_product,2025-01-22 23:32:59,mobile,East Dianeside
4822,426,11067,remove_from_cart,2025-03-10 06:12:40,mobile,Bairdborough
4823,367,28203,purchase,2024-04-21 12:21:09,desktop,New Sheila
4824,571,5164,add_to_cart,2024-12-04 14:53:39,desktop,North Brandi
4825,621,14304,review,2024-07-21 09:34:24,tablet,Port Edward
4826,642,13614,review,2025-08-04 21:17:49,mobile,Clarkburgh
4827,668,23247,remove_from_cart,2025-10-30 16:46:05,desktop,Youngville
4828,983,4523,wishlist,2026-01-27 22:53:40,desktop,Hallport
4829,727,15240,purchase,2025-09-12 07:40:13,mobile,Melissaberg
4830,342,21455,purchase,2025-12-12 21:49:07,mobile,Lanceville
4831,903,3734,review,2024-04-13 02:38:34,tablet,North Selena
4832,655,21062,remove_from_cart,2025-04-10 14:00:00,tablet,Cynthiahaven
4833,58,1759,remove_from_cart,2025-09-26 00:21:31,desktop,Silvafurt
4834,123,25579,add_to_cart,2025-10-12 14:14:13,tablet,Parkerbury
4835,724,3504,view_product,2025-09-02 08:43:44,desktop,South Ashleyfurt
4836,973,21113,wishlist,2025-03-31 22:18:13,desktop,South Larry
4837,386,28281,wishlist,2026-01-21 00:23:24,mobile,South Rachelberg
4838,844,18303,wishlist,2025-03-01 13:30:30,desktop,Howellburgh
4839,23,9409,review,2024-07-11 11:40:59,tablet,New Deborah
4840,646,27598,add_to_cart,2024-07-18 12:56:16,desktop,West Lisa
4841,710,10872,add_to_cart,2025-12-05 18:34:51,desktop,Reneeberg
4842,417,21753,purchase,2024-12-12 12:09:08,mobile,East Nathanmouth
4843,635,7580,review,2024-03-03 08:34:29,mobile,New Patrick
4844,761,20285,purchase,2025-06-06 22:26:03,tablet,North Pamelaland
4845,428,15437,review,2025-06-15 06:26:03,tablet,South Tanyaville
4846,404,3864,review,2025-11-05 15:46:08,desktop,New Christophermouth
4847,877,6951,view_product,2024-11-11 11:29:19,tablet,Lake Katherine
4848,723,19985,review,2024-11-15 17:12:01,mobile,Mariastad
4849,824,22020,purchase,2024-04-18 13:11:21,desktop,Christopherside
4850,740,27519,review,2025-04-08 19:30:34,mobile,East Kenneth
4851,10,15002,remove_from_cart,2025-11-04 00:14:45,desktop,Smithborough
4852,454,17200,wishlist,2024-06-11 11:52:24,tablet,Lake Thomasstad
4853,593,22692,wishlist,2026-02-06 06:47:35,desktop,Litown
4854,900,1260,wishlist,2025-07-01 20:32:37,desktop,South Brandonfort
4855,847,15969,remove_from_cart,2024-11-14 03:38:39,desktop,Roberthaven
4856,673,5957,review,2024-09-24 17:39:23,mobile,Brandonfurt
4857,988,25722,view_product,2025-07-20 23:43:35,desktop,Port Elizabeth
4858,290,26021,review,2025-02-01 14:27:02,mobile,New Elizabethburgh
4859,545,9575,purchase,2025-12-07 08:08:46,tablet,North David
4860,664,9452,remove_from_cart,2026-02-18 12:40:51,desktop,Lake Elizabethshire
4861,455,23935,add_to_cart,2024-09-09 10:14:49,desktop,Port Jillian
4862,337,18056,review,2026-02-19 05:21:31,mobile,East Williamville
4863,899,6818,review,2025-06-07 18:04:11,mobile,Brooksland
4864,366,3893,add_to_cart,2025-04-10 11:27:31,tablet,East Codyside
4865,869,21375,purchase,2024-06-24 19:02:57,desktop,Boydshire
4866,69,5707,purchase,2025-02-16 17:07:14,mobile,South Janiceview
4867,475,22925,add_to_cart,2025-11-23 08:20:24,desktop,Amandaview
4868,374,25687,view_product,2025-09-20 18:25:28,tablet,New William
4869,767,6994,remove_from_cart,2024-11-21 10:53:45,mobile,North Susanchester
4870,649,30201,add_to_cart,2025-03-06 19:19:50,desktop,Perezmouth
4871,952,25816,add_to_cart,2025-11-29 03:17:11,desktop,North Leslie
4872,919,21685,review,2024-09-01 03:18:31,mobile,Williamsonview
4873,669,8980,wishlist,2024-11-12 02:17:49,desktop,Chelseaside
4874,957,28372,remove_from_cart,2025-07-08 05:06:26,tablet,West Joshua
4875,7,13088,review,2025-07-20 14:03:08,desktop,Robertmouth
4876,384,13977,view_product,2025-01-22 15:17:47,tablet,Stephanieville
4877,353,9568,review,2024-04-08 20:27:28,mobile,Mclaughlintown
4878,846,20119,wishlist,2025-01-09 20:21:09,mobile,Huntchester
4879,811,8279,review,2025-01-18 23:40:36,desktop,North Kaylastad
4880,973,6771,add_to_cart,2025-06-04 22:44:00,tablet,North Victormouth
4881,145,24674,wishlist,2024-10-13 04:58:18,tablet,Shawnfort
4882,367,23112,add_to_cart,2025-11-19 18:55:21,mobile,Merrittstad
4883,692,11613,view_product,2025-09-19 15:05:39,mobile,West Johnmouth
4884,698,30483,wishlist,2025-07-11 00:07:20,mobile,Dunlaphaven
4885,42,29499,wishlist,2025-04-08 23:07:12,tablet,Stewartfort
4886,892,2670,view_product,2024-12-31 05:58:28,mobile,Garretthaven
4887,488,863,review,2025-08-18 06:06:21,desktop,Wadebury
4888,76,3545,remove_from_cart,2024-11-23 07:09:02,desktop,Lake Gloriamouth
4889,980,29291,wishlist,2024-08-27 16:29:34,tablet,East Jodiville
4890,974,6486,wishlist,2024-07-10 14:48:34,tablet,Devinland
4891,340,4165,add_to_cart,2025-06-16 05:17:45,tablet,South Deannamouth
4892,671,19483,wishlist,2024-08-02 14:57:03,tablet,Dunnside
4893,387,7523,add_to_cart,2025-10-04 08:07:33,desktop,Sanchezshire
4894,755,26546,review,2024-10-27 16:05:41,tablet,Tylerport
4895,140,27516,wishlist,2025-07-31 11:48:49,tablet,Kramerbury
4896,661,17922,purchase,2024-03-24 04:05:00,tablet,Goodmanmouth
4897,847,20732,purchase,2024-11-08 20:40:00,mobile,New Peterborough
4898,904,30721,review,2025-03-03 19:06:05,tablet,Haleymouth
4899,341,20188,remove_from_cart,2025-12-29 22:55:06,desktop,West Thomas
4900,391,29733,purchase,2024-10-21 09:07:04,desktop,East Paul
4901,688,19526,remove_from_cart,2025-12-15 19:26:34,tablet,Lake Adam
4902,11,23291,remove_from_cart,2025-10-24 00:56:06,desktop,West Davidmouth
4903,849,10686,add_to_cart,2025-08-15 20:04:55,mobile,Lake Jennifer
4904,561,7266,remove_from_cart,2025-07-25 18:26:21,mobile,Williamsonville
4905,871,25478,purchase,2024-03-01 18:56:34,tablet,Port Jamesburgh
4906,231,17753,remove_from_cart,2026-01-18 05:34:28,mobile,North Jennifermouth
4907,922,23554,add_to_cart,2024-05-19 03:51:43,tablet,Port Kyle
4908,156,15886,remove_from_cart,2024-03-15 11:32:41,desktop,Lake Theresaville
4909,703,8132,purchase,2025-12-08 13:12:51,desktop,Martinchester
4910,140,9681,review,2026-01-14 13:42:55,mobile,West Travis
4911,858,16164,remove_from_cart,2024-04-26 04:53:31,desktop,Jamesmouth
4912,425,21633,add_to_cart,2026-02-25 11:16:15,tablet,Normanfurt
4913,521,12150,add_to_cart,2024-11-03 22:14:52,mobile,Port Bradside
4914,910,16706,review,2025-10-30 12:31:50,desktop,Harrisshire
4915,131,4891,remove_from_cart,2025-04-10 00:17:46,mobile,West Sandra
4916,70,21027,add_to_cart,2025-09-16 14:48:30,desktop,Morganberg
4917,330,8057,wishlist,2025-02-03 05:07:33,desktop,Johnsonmouth
4918,506,8395,review,2024-10-21 12:50:43,tablet,Stuartton
4919,624,2460,purchase,2024-07-07 13:28:33,desktop,Michaelachester
4920,140,24764,add_to_cart,2025-04-19 04:47:36,mobile,Solomonberg
4921,897,11779,wishlist,2025-08-27 11:31:33,tablet,South Susanmouth
4922,585,8567,purchase,2026-02-08 02:49:23,mobile,Murraychester
4923,851,14370,view_product,2024-09-13 18:56:29,tablet,Tylerchester
4924,780,26840,purchase,2025-03-30 09:20:25,desktop,Alexanderbury
4925,697,21396,review,2024-08-09 19:45:02,tablet,Patriciabury
4926,590,15765,remove_from_cart,2025-10-15 04:35:19,desktop,Bradleyberg
4927,294,158,review,2025-02-13 11:52:00,desktop,Aprilside
4928,137,4625,review,2025-10-22 10:14:33,tablet,Lake Melanie
4929,285,11161,remove_from_cart,2024-07-03 05:01:52,mobile,North Nicole
4930,58,10050,review,2024-07-15 03:09:18,tablet,Port Brian
4931,294,3689,purchase,2025-03-02 20:40:24,tablet,Port Dillonberg
4932,169,17686,review,2024-11-11 06:52:16,mobile,North Jameshaven
4933,328,1432,remove_from_cart,2024-10-25 12:31:43,desktop,New Sandra
4934,524,13305,add_to_cart,2025-06-12 23:59:42,desktop,West Jennifermouth
4935,820,9446,wishlist,2025-01-26 12:18:27,mobile,Jenniferfurt
4936,465,5062,review,2025-03-27 02:00:49,tablet,West Greg
4937,888,9619,view_product,2025-01-22 17:00:05,tablet,Ronaldberg
4938,87,14356,remove_from_cart,2024-06-11 23:28:33,mobile,Marcfurt
4939,503,411,remove_from_cart,2024-08-09 15:14:09,desktop,Davidport
4940,793,19011,view_product,2025-04-25 13:03:27,tablet,Lake Dianamouth
4941,723,30560,wishlist,2025-02-02 04:46:39,tablet,Danielstad
4942,386,19325,review,2024-09-30 15:16:45,mobile,Webbborough
4943,920,27471,wishlist,2025-04-12 21:25:31,mobile,New Shannon
4944,815,12810,purchase,2024-04-08 13:51:59,tablet,Duncanville
4945,522,4890,remove_from_cart,2025-12-20 08:26:39,mobile,Myersburgh
4946,460,13034,add_to_cart,2026-01-29 13:04:57,tablet,Cooperville
4947,607,10664,wishlist,2024-06-15 22:19:51,desktop,West Stephanie
4948,565,25265,add_to_cart,2025-01-08 02:38:23,desktop,South Janet
4949,706,5019,wishlist,2024-05-16 12:43:31,desktop,East Kerri
4950,849,5921,remove_from_cart,2024-07-10 04:16:10,desktop,Port Michael
4951,368,26731,view_product,2024-12-09 05:32:31,desktop,Port Matthewport
4952,912,16737,add_to_cart,2025-01-06 11:46:54,mobile,North Jessestad
4953,501,21367,add_to_cart,2024-07-01 20:02:08,desktop,New Robertport
4954,761,25255,wishlist,2025-04-25 08:45:48,mobile,Leehaven
4955,814,9021,purchase,2025-11-16 21:38:16,desktop,Port Teresachester
4956,757,10943,view_product,2025-10-22 21:46:16,mobile,New Veronicaville
4957,941,9267,wishlist,2024-12-27 23:42:26,desktop,Lauraton
4958,522,4723,add_to_cart,2025-04-16 19:28:56,desktop,North William
4959,467,11342,review,2024-09-21 21:08:31,tablet,Robertville
4960,154,570,add_to_cart,2026-01-01 12:56:26,tablet,South Kimberly
4961,126,18692,review,2024-07-29 18:00:46,desktop,Williamsville
4962,841,15588,view_product,2024-07-09 17:46:56,tablet,Rosariobury
4963,189,2358,wishlist,2024-10-27 00:35:40,desktop,Lake Ariel
4964,961,7360,wishlist,2024-08-15 12:55:50,tablet,Ortizview
4965,250,15504,view_product,2024-03-20 17:49:59,tablet,East Joseph
4966,111,1888,review,2026-01-10 18:36:02,mobile,Timothystad
4967,320,11811,purchase,2025-03-03 20:06:21,tablet,East Markland
4968,713,5244,add_to_cart,2025-01-19 12:28:38,tablet,Sotobury
4969,631,10309,add_to_cart,2024-11-19 08:46:15,desktop,South Patrick
4970,27,21966,view_product,2025-07-17 00:36:42,mobile,North Anthony
4971,26,20852,view_product,2025-10-27 03:17:28,desktop,Courtneyfort
4972,182,26544,review,2025-10-23 16:13:43,tablet,Gonzalesfurt
4973,566,23868,view_product,2025-03-06 16:41:15,mobile,Lake Larry
4974,506,24167,purchase,2024-09-28 07:42:46,mobile,Hopkinsmouth
4975,275,10436,purchase,2025-06-16 17:20:54,mobile,South Timothyborough
4976,940,10471,remove_from_cart,2024-03-06 05:27:58,desktop,West Philip
4977,941,22540,add_to_cart,2025-04-19 03:46:10,tablet,Dixonview
4978,29,14692,purchase,2025-06-19 08:31:35,tablet,West Courtney
4979,387,22151,review,2025-07-13 15:14:41,tablet,Lake Brucemouth
4980,536,20211,wishlist,2024-07-23 19:58:11,desktop,East Leah
4981,629,23432,review,2024-06-19 23:03:23,tablet,Hansenmouth
4982,686,6586,remove_from_cart,2026-02-07 09:51:34,mobile,Charlesside
4983,284,3046,review,2025-02-26 19:58:15,desktop,East Joann
4984,952,15738,remove_from_cart,2025-11-19 22:04:30,tablet,Donaldsonbury
4985,719,10301,view_product,2024-11-02 16:37:16,mobile,New Lisa
4986,309,30352,purchase,2025-06-23 18:15:55,mobile,Martinchester
4987,779,11076,view_product,2025-10-14 02:54:04,tablet,Vasquezside
4988,999,25234,purchase,2024-09-28 01:13:50,desktop,West Patriciaview
4989,780,19718,view_product,2026-02-11 08:08:54,mobile,East Marthastad
4990,115,30379,purchase,2025-10-04 19:03:40,mobile,Barbershire
4991,575,9568,add_to_cart,2025-02-26 03:45:20,tablet,East Gregstad
4992,229,8034,purchase,2025-10-03 13:12:11,desktop,West Jillian
4993,549,25816,purchase,2024-03-24 11:44:22,mobile,Patriciaville
4994,714,30721,wishlist,2024-07-25 07:33:35,desktop,West Lindsay
4995,349,14213,view_product,2025-08-07 10:52:56,tablet,Lloydburgh
4996,760,5599,review,2024-11-07 07:34:00,tablet,Brittanybury
4997,616,10848,review,2025-07-01 18:38:30,mobile,Dustinhaven
4998,426,28674,wishlist,2025-07-21 02:16:38,mobile,Petersonfort
4999,571,8856,purchase,2024-03-18 10:59:02,mobile,Jakemouth
5000,805,14977,view_product,2024-07-26 18:00:15,mobile,East George
5001,261,27213,review,2024-12-17 08:10:16,tablet,Nathanshire
5002,761,13521,remove_from_cart,2025-09-25 00:24:33,tablet,Johnton
5003,135,11991,remove_from_cart,2024-10-01 07:11:25,tablet,Keithside
5004,429,26227,review,2025-01-29 19:30:21,desktop,West Jamesland
5005,135,20903,remove_from_cart,2025-12-23 13:25:24,desktop,Jamesmouth
5006,772,2058,add_to_cart,2024-12-03 21:53:05,tablet,Allisonfort
5007,203,1728,add_to_cart,2025-04-10 22:10:49,tablet,Lake Paigeshire
5008,676,10985,purchase,2025-11-15 03:19:31,mobile,West Matthew
5009,229,28819,purchase,2024-11-28 10:41:01,tablet,Christinaberg
5010,800,2056,review,2024-05-09 04:27:39,mobile,Lake Melissahaven
5011,710,18154,view_product,2025-02-12 10:33:48,mobile,Stacyfurt
5012,384,12729,purchase,2025-09-07 00:23:23,mobile,Johnberg
5013,51,20084,add_to_cart,2024-08-31 11:52:21,tablet,New Charles
5014,275,22649,remove_from_cart,2026-02-19 20:16:39,mobile,Wolfemouth
5015,734,28658,purchase,2025-12-04 05:26:47,desktop,North Johnchester
5016,882,2477,add_to_cart,2024-12-09 08:48:26,tablet,South Matthewland
5017,244,21133,review,2024-12-29 19:21:49,mobile,Kellyville
5018,297,27479,add_to_cart,2024-03-08 19:24:23,desktop,Holdermouth
5019,726,2832,remove_from_cart,2025-06-04 09:19:34,tablet,East Anneville
5020,458,8940,remove_from_cart,2024-12-03 08:22:24,mobile,Hansenland
5021,653,30648,review,2025-12-22 20:04:33,mobile,Port Rebeccahaven
5022,507,15991,add_to_cart,2024-08-17 18:04:11,tablet,Frankmouth
5023,953,24475,add_to_cart,2025-07-16 06:53:29,mobile,Jonathanberg
5024,225,15269,add_to_cart,2025-10-30 00:56:04,tablet,West Donaldfurt
5025,285,11142,purchase,2025-04-30 23:20:03,tablet,Lake Jeremiahland
5026,143,2562,add_to_cart,2025-07-28 07:34:16,tablet,North Teresahaven
5027,792,13822,wishlist,2025-10-02 02:44:35,tablet,Rachelland
5028,434,996,purchase,2025-08-30 23:13:51,desktop,Pierceview
5029,74,13369,remove_from_cart,2025-09-14 10:46:46,tablet,Frederickberg
5030,497,10686,wishlist,2025-10-14 02:59:52,tablet,Thomaston
5031,965,24147,add_to_cart,2024-03-08 18:38:16,tablet,Heatherberg
5032,92,9591,purchase,2024-11-02 07:41:29,desktop,Kimberlymouth
5033,298,1722,purchase,2024-12-09 16:13:13,desktop,Howardborough
5034,654,20607,add_to_cart,2024-11-17 10:13:39,tablet,East Catherine
5035,387,26660,wishlist,2025-05-16 22:48:16,tablet,Alvarezfurt
5036,848,5674,remove_from_cart,2025-07-22 20:35:27,mobile,North Derrickbury
5037,724,17161,add_to_cart,2024-11-21 06:19:41,desktop,East George
5038,862,1983,wishlist,2024-12-26 17:22:46,mobile,Meghantown
5039,843,29540,review,2025-05-17 13:00:52,desktop,West Scott
5040,105,14959,purchase,2025-11-04 13:59:00,mobile,Andreatown
5041,816,22427,view_product,2024-05-23 12:56:29,tablet,West Alan
5042,93,28839,purchase,2025-05-30 01:31:20,mobile,Lake Jessicafort
5043,556,7465,remove_from_cart,2024-10-03 10:05:53,tablet,East Nicoleton
5044,768,2836,add_to_cart,2024-12-02 14:43:12,tablet,Paulatown
5045,247,24571,purchase,2026-02-11 10:43:11,tablet,Lake Christinaport
5046,415,11120,add_to_cart,2025-04-30 16:08:17,mobile,Perkinsville
5047,647,13997,review,2025-10-01 09:12:31,tablet,South Stephenhaven
5048,758,21533,wishlist,2025-11-04 10:55:57,desktop,North Timothy
5049,101,8410,review,2025-08-28 05:52:08,desktop,New Damontown
5050,444,4781,view_product,2024-05-02 15:27:41,desktop,Ashleystad
5051,85,13174,purchase,2025-02-26 03:17:33,desktop,Alisonview
5052,950,8404,purchase,2025-10-18 12:59:43,tablet,West Bridgethaven
5053,686,17016,purchase,2025-01-12 18:31:14,tablet,Leefort
5054,815,5629,view_product,2024-04-08 04:31:01,tablet,West Luisshire
5055,249,8525,purchase,2025-09-25 10:56:38,mobile,Taylorborough
5056,346,29012,wishlist,2024-07-22 02:16:09,mobile,New Kenneth
5057,20,23347,wishlist,2025-09-06 17:47:08,mobile,Steelehaven
5058,772,17025,purchase,2024-03-29 21:37:11,mobile,Andrewview
5059,825,9108,remove_from_cart,2026-01-08 14:21:04,desktop,North Wayne
5060,986,6815,add_to_cart,2025-04-07 03:07:36,mobile,East Breannaburgh
5061,454,3088,wishlist,2024-06-23 08:04:22,tablet,Port Taylor
5062,65,710,review,2025-01-04 18:41:12,mobile,South Baileyton
5063,471,15783,wishlist,2025-06-26 16:34:23,tablet,New Carla
5064,626,16024,wishlist,2025-01-13 05:44:11,desktop,Dennisburgh
5065,977,5169,review,2025-09-27 23:57:05,mobile,Brandonfort
5066,376,2380,review,2025-01-04 23:36:42,tablet,New Suzannetown
5067,254,29250,purchase,2025-02-27 19:17:13,tablet,Jonesmouth
5068,139,8061,remove_from_cart,2025-11-26 00:55:04,desktop,Davidbury
5069,744,27966,review,2025-03-14 22:27:54,desktop,Kristinaborough
5070,291,7935,remove_from_cart,2026-02-16 14:20:35,desktop,Timothytown
5071,477,13850,review,2024-03-21 23:49:07,desktop,Lake Josephville
5072,429,16544,wishlist,2024-08-26 14:03:47,tablet,West Katrina
5073,869,28193,add_to_cart,2024-08-24 05:45:57,mobile,Harveyton
5074,831,22660,remove_from_cart,2024-10-12 22:33:51,desktop,Garciashire
5075,356,26249,view_product,2025-09-06 20:24:27,tablet,Lake Kyle
5076,738,21070,wishlist,2025-07-05 17:12:32,tablet,Richardchester
5077,160,7177,remove_from_cart,2025-06-07 19:25:12,mobile,Smithberg
5078,725,13740,purchase,2025-11-15 23:06:04,desktop,Robertsbury
5079,794,2253,remove_from_cart,2024-08-30 23:43:49,tablet,Markbury
5080,720,12618,review,2025-01-19 06:39:13,mobile,Rodriguezberg
5081,736,26172,purchase,2025-01-13 15:26:06,mobile,Port Sarahberg
5082,356,4883,remove_from_cart,2025-08-10 04:12:49,desktop,East Stacey
5083,464,21503,remove_from_cart,2024-03-24 00:33:36,desktop,Port Robert
5084,614,30642,remove_from_cart,2024-08-06 08:45:35,desktop,Katherinehaven
5085,46,6814,review,2024-09-04 02:23:13,desktop,South Joe
5086,620,27087,purchase,2025-06-08 10:53:56,tablet,Mitchellborough
5087,932,7950,add_to_cart,2026-02-19 10:48:19,mobile,Kennethside
5088,499,10419,wishlist,2024-09-07 19:07:08,tablet,Sheliahaven
5089,23,7314,view_product,2024-03-30 05:38:04,mobile,Hernandezland
5090,596,11651,review,2024-10-29 22:46:02,tablet,Port Zacharychester
5091,626,19229,add_to_cart,2025-11-29 11:47:31,desktop,Shannonton
5092,962,26236,remove_from_cart,2025-08-28 22:22:33,tablet,Mooreberg
5093,253,21821,wishlist,2024-03-13 07:35:15,desktop,West Melanie
5094,157,16664,remove_from_cart,2025-02-19 22:20:50,mobile,South Heather
5095,889,27383,wishlist,2024-08-11 14:27:44,desktop,New Kathleenhaven
5096,169,24805,purchase,2024-08-08 21:14:22,mobile,New Davefort
5097,60,17941,wishlist,2025-05-15 07:31:07,tablet,Lake William
5098,536,22675,add_to_cart,2025-11-01 23:14:57,tablet,New Kyle
5099,168,21573,wishlist,2025-10-14 16:17:08,tablet,Andersontown
5100,114,20000,remove_from_cart,2024-05-26 22:03:27,tablet,Parkschester
5101,877,25600,purchase,2025-01-13 16:12:14,desktop,North Michele
5102,469,12591,remove_from_cart,2026-01-29 21:22:24,tablet,South Jonathanburgh
5103,27,26881,view_product,2026-01-06 22:13:31,tablet,Danaview
5104,947,14304,review,2025-08-22 04:54:06,tablet,Hoodberg
5105,758,3519,add_to_cart,2026-02-06 01:07:02,tablet,South Alejandrastad
5106,292,24447,wishlist,2025-02-11 17:30:43,tablet,Brittanyfort
5107,502,9309,add_to_cart,2024-11-06 21:46:06,desktop,Fowlershire
5108,671,17687,wishlist,2024-08-23 18:46:23,desktop,West Edwardland
5109,626,13568,purchase,2024-05-11 12:59:15,mobile,Trevorhaven
5110,187,22163,remove_from_cart,2026-02-13 09:12:28,tablet,Lake Christopher
5111,89,14690,wishlist,2025-08-19 12:57:48,desktop,Danielfort
5112,113,17946,review,2024-04-13 16:24:50,mobile,South Chelsea
5113,669,18052,add_to_cart,2025-08-07 16:30:05,tablet,South Jennifer
5114,887,24130,view_product,2024-11-19 01:04:55,mobile,South Stevenmouth
5115,715,24860,review,2024-07-04 03:26:58,tablet,South Melissa
5116,185,26383,view_product,2025-12-22 18:20:54,tablet,Sellerschester
5117,501,15863,add_to_cart,2024-06-20 20:47:44,tablet,East Desireeland
5118,489,25834,wishlist,2025-05-30 18:02:26,desktop,Port Pamelahaven
5119,579,15424,review,2025-01-04 22:10:07,desktop,New Sabrina
5120,654,8194,view_product,2024-03-25 02:54:44,mobile,New Sarahtown
5121,467,20901,wishlist,2025-07-17 11:12:52,desktop,West Kyleton
5122,397,2657,wishlist,2024-10-26 13:54:37,tablet,Kristinland
5123,589,14189,purchase,2024-03-09 16:23:23,desktop,Nunezfurt
5124,777,27048,wishlist,2025-07-16 01:03:26,mobile,Debramouth
5125,869,10176,purchase,2024-09-08 16:54:12,mobile,North Sarahton
